# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
i-2fDHPXLpo, 20.000, 30.000, "/m/04rlf,/m/07sr1lc,/m/09x0r"
i0wWGhgW0Ho, 0.000, 10.000, "/m/07yv9,/t/dd00130"
i1_Xk60MGV8, 20.000, 30.000, "/m/01j3sz,/m/07p6fty,/m/09x0r"
i3LjPZrO5Ho, 26.000, 36.000, "/m/02l6bg,/m/07yv9,/m/0cmf2,/m/0k5j"
i7GrgCtwAKc, 100.000, 110.000, "/m/03l9g"
i8YLqEPooik, 220.000, 230.000, "/m/030rvx,/m/09x0r"
iDF2kOG1CB0, 30.000, 40.000, "/m/07pxg6y"
iEZIU3PfWI8, 250.000, 260.000, "/m/03p19w"
iHTrYQjk_kA, 30.000, 40.000, "/m/01jwx6,/m/02mk9,/m/07yv9,/m/0k4j,/m/0ltv"
iLUd4l1JFDI, 50.000, 60.000, "/m/02mk9,/m/07yv9,/t/dd00065"
iT9dFpbqj-s, 26.000, 36.000, "/m/030rvx"
iTCt2y66VTM, 30.000, 40.000, "/t/dd00134"
iXgQI3dth_8, 20.000, 30.000, "/m/01j4z9,/m/04rlf"
iYVikn68Mwc, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
iZFRfh1Wjt8, 420.000, 430.000, "/m/05x_td,/m/07r04,/m/07yv9,/m/0912c9"
iaONmOk-moU, 310.000, 320.000, "/m/01yg9g,/m/02mk9,/t/dd00065"
iaWAlnr4dU8, 140.000, 150.000, "/m/05tny_,/m/09x0r,/t/dd00136"
id50FKUBH08, 10.000, 20.000, "/m/01z5f,/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
idIIxog9f04, 280.000, 290.000, "/m/01y3hg,/m/09x0r"
idoDQ2ueMX4, 30.000, 40.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
if5kBcYKZ_I, 0.000, 10.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/06hck5,/m/07jdr"
ifhtmQJxXTE, 60.000, 70.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
ikK57HnYyVA, 380.000, 390.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
imG4xZBppCc, 30.000, 40.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c"
in2AUO_Pb_I, 50.000, 60.000, "/m/01yg9g,/m/07yv9,/m/09x0r,/t/dd00128"
inscwqhuL0o, 100.000, 110.000, "/m/07rn7sz"
irutvIeDEVs, 440.000, 450.000, "/m/02l6bg,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j,/t/dd00129"
iypvbe6J6Qs, 40.000, 50.000, "/m/0199g,/m/07yv9,/t/dd00128"
iz5BbJSFVgI, 50.000, 60.000, "/m/03qc9zr,/m/09x0r"
j-2zFMU1PJw, 150.000, 160.000, "/m/03l9g"
j-b6JikTLFY, 0.000, 10.000, "/m/07p6fty,/m/09x0r"
j0MFkfnC60s, 30.000, 40.000, "/m/07pyf11,/m/07q2z82,/m/07yv9,/m/0k4j,/m/0ltv"
j1Ga98ogOKY, 90.000, 100.000, "/m/01j3sz,/m/0463cq4,/m/09x0r"
j1N909f8Obg, 50.000, 60.000, "/m/012n7d,/m/07sx8x_,/m/0ytgt"
j1cL9eMKgck, 280.000, 290.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
j2Kb0mdm7nE, 150.000, 160.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr"
j3fJSSk81WQ, 40.000, 50.000, "/m/03cl9h,/m/07yv9,/m/09x0r"
j4EjXoLGSxE, 130.000, 140.000, "/m/02l6bg,/m/07yv9,/m/0cmf2,/m/0k5j"
j6LjEuS_Dzg, 80.000, 90.000, "/m/01yg9g,/t/dd00065"
j73L7-YYvAs, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
j8gus9IZxWo, 30.000, 40.000, "/m/01g50p,/m/06d_3,/m/06hck5,/m/06wzb,/m/07jdr,/m/07rjwbb,/m/07rwm0c"
jArXYgAYrEc, 70.000, 80.000, "/m/01j4z9,/m/07k1x,/m/09x0r,/m/0_ksk"
jBzO2vrVyW4, 210.000, 220.000, "/m/02l6bg,/m/07yv9,/m/0k5j"
jCQhPi4_32A, 30.000, 40.000, "/m/030rvx"
jCeUZwd8b2w, 0.000, 10.000, "/m/07qv_d5,/m/07yv9,/m/09x0r,/m/0k4j"
jCzviBJxnqU, 320.000, 330.000, "/m/01j4z9,/m/09x0r"
jGo9_MtgWeQ, 20.000, 30.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"
jIE4UYtolbE, 30.000, 40.000, "/m/07q4ntr,/m/07rwj3x,/m/09x0r"
jJyV1XXJ4TE, 20.000, 30.000, "/m/01b82r,/m/07pl1bw,/m/083vt"
jK4Vbsd4s9w, 130.000, 140.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
jKRf9VEeEok, 30.000, 40.000, "/m/01b82r,/m/07k1x,/m/083vt,/m/0_ksk"
jL4qat9p7w8, 10.000, 20.000, "/m/03p19w,/m/09x0r"
jOSDrTDoB0o, 50.000, 60.000, "/m/02l6bg,/m/07yv9,/m/0k5j,/t/dd00129"
jWQIPRmqwqw, 160.000, 170.000, "/m/03qc9zr,/m/09x0r"
jZnLtcRKxss, 30.000, 40.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
jZxusrD28rM, 30.000, 40.000, "/t/dd00134"
j_S17o6vZfA, 60.000, 70.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/t/dd00125"
jaCPQAwkYe0, 210.000, 220.000, "/m/01280g,/m/09x0r,/m/0jbk"
jflFOqfV7VI, 0.000, 9.000, "/m/03cl9h,/m/04rlf,/m/07yv9,/m/09x0r"
jh-zV7K7ZdI, 30.000, 40.000, "/m/07rn7sz"
jhOQDoavJvk, 210.000, 220.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
ji_AmlepwT0, 40.000, 50.000, "/m/0199g,/m/07yv9,/m/09x0r"
jiaOve_xbGg, 390.000, 400.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
jiqEmXrsVAw, 210.000, 220.000, "/m/07pb8fc,/m/07yv9,/t/dd00129"
jizEBHaiSzg, 40.000, 50.000, "/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0jbk,/t/dd00136"
jjSWxBE4L8g, 90.000, 100.000, "/m/0199g,/m/07yv9,/t/dd00129"
jlPw6hDNrqg, 160.000, 170.000, "/m/02mfyn"
jlvDScl0H6Y, 190.000, 200.000, "/m/01b82r,/m/083vt"
jm1w8J_n61k, 1.000, 11.000, "/m/04fq5q,/m/09x0r,/t/dd00129"
jmm6uvaGz2A, 20.000, 30.000, "/m/03p19w"
jn1mSP8Hk8A, 30.000, 40.000, "/t/dd00002"
jns0QBl5X4s, 30.000, 40.000, "/m/012f08,/m/07q2z82,/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00129,/t/dd00134"
jo9lFbGXf_0, 0.000, 10.000, "/m/0h9mv"
jonrJ5fNpBA, 1.000, 11.000, "/m/04fq5q"
jr-W3ma9aBc, 0.000, 10.000, "/m/03qc9zr,/m/09x0r"
js-pyttujnk, 360.000, 370.000, "/m/04fq5q,/m/04rlf"
jtpBaL2pEkI, 20.000, 30.000, "/m/07qf0zm,/m/0bt9lr,/m/0jbk"
jvRhGrWnQLA, 440.000, 450.000, "/m/012n7d,/m/03j1ly,/m/03kmc9"
jzAufWvuXEk, 60.000, 70.000, "/m/03qc9zr"
k-MqG-G_H0Y, 17.000, 27.000, "/m/05tny_"
k0BrIM6mV7k, 100.000, 110.000, "/m/01b82r,/m/083vt"
k1Vzhgtpe6c, 160.000, 170.000, "/m/0l156k"
k3CfTIqfR2E, 10.000, 20.000, "/m/04cvmfc,/m/0cdnk,/m/0jbk"
k5BivSNiH8s, 30.000, 40.000, "/m/07yv9,/m/09ct_,/m/09x0r"
k6ra5xM5H7Y, 120.000, 130.000, "/m/07sr1lc"
k7SgT11PwXo, 20.000, 30.000, "/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
k8qNBYDgHBA, 190.000, 200.000, "/m/04rlf,/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
k99If1BpuoY, 200.000, 210.000, "/m/0l156k"
k9YfSvMiUX0, 30.000, 40.000, "/m/01y3hg,/m/07pp_mv,/m/09x0r"
kAGXQUHmJsg, 26.000, 36.000, "/t/dd00134"
kAtGD0lrwTA, 210.000, 220.000, "/m/04rlf,/m/07rn7sz,/m/09x0r"
kAyWijaBatQ, 0.000, 10.000, "/m/07hvw1,/m/07yv9,/m/0k4j"
kCd3YUPsaCY, 70.000, 80.000, "/m/068hy,/m/07qf0zm,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
kCyFDsP8DC4, 10.000, 20.000, "/m/02mk9,/m/07yv9,/t/dd00130"
kGKZ0YK4_rk, 30.000, 40.000, "/m/0c3f7m"
kHhAzR2F_Zw, 30.000, 40.000, "/m/01yg9g,/m/02l6bg"
kJCXjkQJ23A, 50.000, 60.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/t/dd00048"
kKZX1mveUgM, 17.000, 27.000, "/m/07yv9,/m/09ct_,/m/09x0r"
kNSWopHzLto, 10.000, 20.000, "/m/07qqyl4,/m/09x0r,/m/0g6b5"
kQgvIbVfj7U, 60.000, 70.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
kR7AQbDQ40I, 30.000, 40.000, "/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
kU9CH-9oTs8, 100.000, 110.000, "/m/068hy,/m/09x0r,/m/0ghcn6,/m/0jbk"
kWjt5M1_xbY, 380.000, 390.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"
kXApHFgX2HQ, 80.000, 90.000, "/m/07pp_mv"
kXW1jr89sSQ, 50.000, 60.000, "/m/01y3hg,/m/09x0r"
kZ-41pZ1jfk, 30.000, 40.000, "/m/030rvx,/m/09x0r"
k_GjrBUfdUI, 0.000, 10.000, "/m/04fq5q"
kbZN04LC1dA, 30.000, 40.000, "/m/04rlf,/m/07qqyl4,/m/0c1dj"
kfn6eQFFfg0, 20.000, 30.000, "/m/015p6,/m/020bb7,/m/025rv6n,/m/07pggtn,/m/07qwf61,/m/0dbvp"
kjRaoBHgWXQ, 30.000, 40.000, "/m/07yv9,/m/0cmf2"
klshjoyXTkw, 30.000, 40.000, "/m/07qmpdm,/m/07yv9,/m/0k4j,/t/dd00129"
kmgfFayUc9o, 110.000, 120.000, "/m/030rvx,/m/09x0r"
knHnuYdzlGg, 90.000, 100.000, "/m/015lz1,/m/04rlf,/m/07p6fty,/t/dd00126"
koRoV31dRog, 40.000, 50.000, "/m/014yck,/m/02mk9,/m/04229,/m/07yv9,/m/0cmf2,/m/0k5j"
kr6MJI36ge4, 30.000, 40.000, "/t/dd00134"
krCoBVQZLiQ, 30.000, 40.000, "/m/07pp_mv"
kw5kCegHsyk, 40.000, 50.000, "/m/012f08,/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066"
kylGSfigW9E, 210.000, 220.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"
kzVbcE4NiRo, 260.000, 270.000, "/m/03v3yw,/m/09x0r,/m/0k4j,/t/dd00128"
l02zrr6FC9M, 40.000, 50.000, "/m/0463cq4,/m/07r660_,/m/09x0r,/t/dd00002"
l3DJ2MJ5CzY, 20.000, 30.000, "/m/03qc9zr"
l3sbm7M28ug, 430.000, 440.000, "/m/04rlf,/m/07q4ntr,/m/09x0r"
l4P7f1VgSSU, 380.000, 390.000, "/m/07phhsh,/m/07yv9,/t/dd00129"
l5IEFoQ_BTQ, 340.000, 350.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/t/dd00048"
l5rYXr0uxFw, 60.000, 70.000, "/m/01280g,/m/09x0r,/m/0cdnk,/m/0jbk"
l6-5TsLJ4HY, 200.000, 210.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
l9_XTpqRgFA, 130.000, 140.000, "/m/04rlf,/m/07phhsh,/m/07qqyl4,/m/09x0r"
lDNeRnYNzxg, 30.000, 40.000, "/m/07r_k2n"
lFrpmhObhMs, 0.000, 10.000, "/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
lM-vvdglD2o, 40.000, 50.000, "/m/0463cq4,/m/04rlf,/t/dd00002,/t/dd00125"
lMYK91KmQ6g, 0.000, 3.000, "/m/030rvx"
lQcjnPc2raA, 30.000, 40.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9,/m/0btp2"
lSaiA2tIgw0, 100.000, 110.000, "/m/07sr1lc"
lTAUV1Yj4NE, 170.000, 180.000, "/m/07rqsjt,/m/07yv9,/m/09x0r,/m/0k4j,/m/0ltv,/t/dd00128"
lU1EQwPuqu0, 120.000, 130.000, "/m/068hy,/m/068zj,/m/0bt9lr,/m/0jbk"
lXZvyoTPpoc, 10.000, 20.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
lYYKDnied3g, 50.000, 60.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
la2OWkKy-5I, 57.000, 67.000, "/m/01z5f,/m/04rlf,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk"
laHuV00LwLI, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
lcbhO15SASw, 30.000, 40.000, "/m/04rlf,/m/07r_k2n,/m/09x0r"
ldPcujHM1RQ, 30.000, 40.000, "/m/012n7d,/m/02mfyn,/m/03j1ly,/m/03kmc9"
leUP3MHTpiI, 30.000, 40.000, "/m/03l9g"
leX17R6VUew, 30.000, 40.000, "/m/030rvx,/m/04rlf,/m/09x0r"
lfOkxGLEz3Q, 250.000, 260.000, "/m/07pqc89,/m/07yv9,/m/0k4j"
lgbFrAr4jMI, 460.000, 470.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
lh6ZDusOGwU, 9.000, 19.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
li2wrcj2W-Y, 260.000, 270.000, "/m/01bjv,/m/07yv9,/m/0btp2"
liDk5JhUyoQ, 20.000, 30.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
llgsi8uZDTc, 30.000, 40.000, "/t/dd00134"
llpnRcwTZ9Y, 160.000, 170.000, "/m/07p6fty,/m/09x0r"
lmjQtKBtke4, 249.000, 259.000, "/m/0l156k"
lnClssYHVsE, 30.000, 40.000, "/m/02mfyn,/m/03j1ly,/m/03kmc9,/m/04qvtq"
lrSRyiT0mSo, 30.000, 40.000, "/m/04rlf,/m/07rwj3x,/m/09x0r"
lsrlvha5Z_M, 10.000, 20.000, "/m/04_sv,/m/07yv9,/t/dd00128"
lt-jiIXkOmY, 40.000, 50.000, "/m/03p19w,/m/07yv9,/t/dd00129"
lvtAPn1aqQc, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
lyuULnLsc4w, 30.000, 40.000, "/m/07yv9,/m/09ct_,/m/09x0r"
m0_NYTFhvgs, 60.000, 70.000, "/m/03p19w"
m2d1CFe1Ono, 0.000, 10.000, "/m/01z5f,/m/068hy,/m/07qf0zm,/m/0bt9lr"
m3kb8GFAvtI, 240.000, 250.000, "/m/01z5f,/m/05tny_,/m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00128"
m50hi3spgZ4, 140.000, 150.000, "/m/07pws3f,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
m5IvF38dyD8, 120.000, 130.000, "/m/07pzfmf,/m/07yv9,/m/09x0r,/m/0k4j"
m6d2TTB8VM0, 20.000, 30.000, "/m/01z5f,/m/068hy,/m/07qf0zm,/m/09x0r,/m/0bt9lr,/m/0jbk"
m8cWrsyJQto, 30.000, 40.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
mAF3DqBN-Z0, 330.000, 340.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr"
mFwURBjeSn8, 30.000, 40.000, "/m/01j4z9"
mFyS3HekU9o, 290.000, 300.000, "/m/03l9g"
mGleDc1oT0w, 30.000, 40.000, "/m/07yv9,/m/0gvgw0"
mJY4khIQGck, 140.000, 150.000, "/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk,/t/dd00129"
mLGcsQKHLLg, 15.000, 25.000, "/m/01bjv,/m/07yv9,/m/09x0r"
mLsXR-EqyVo, 30.000, 40.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr"
mOTjFSnE3JU, 70.000, 80.000, "/m/01y3hg,/m/09x0r"
mPqj688FJLY, 580.000, 590.000, "/m/03l9g"
mSM-W0CorRY, 40.000, 50.000, "/m/04rlf,/m/07sr1lc,/t/dd00126"
mTUgsPfWiwM, 10.000, 20.000, "/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr"
mTgLozfklVc, 70.000, 80.000, "/m/012f08,/m/07qv_d5,/m/07yv9,/m/09x0r"
mTkHFF-jcvE, 10.000, 20.000, "/m/03kmc9,/m/0dgbq"
mUmZIVNvixE, 30.000, 40.000, "/m/07r_k2n,/m/09x0r"
mX45CiTjf8I, 30.000, 40.000, "/m/04_sv,/m/07q2z82,/m/07yv9"
mYpQQGbQfdo, 30.000, 40.000, "/m/07yv9,/m/09x0r,/m/0gvgw0"
mYsyMyNO7Ss, 0.000, 10.000, "/m/07rknqz,/m/07yv9,/m/0k4j"
maeD_--0hXs, 30.000, 40.000, "/m/0199g,/m/07yv9,/m/09x0r"
mcA_nVdrI0A, 70.000, 80.000, "/m/02mfyn"
me_X5bkJBiA, 240.000, 250.000, "/m/07pp_mv,/m/09x0r"
mh3KaP-1oQM, 130.000, 140.000, "/m/01jwx6,/m/07yv9,/t/dd00066,/t/dd00130"
mhPP6pnisL4, 10.000, 20.000, "/m/07qqyl4,/m/09x0r"
mhdhVMlSbv8, 160.000, 170.000, "/m/025td0t,/m/0463cq4,/m/04rlf"
ml8Zqw8T154, 40.000, 50.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c"
mmL5v36jxhQ, 490.000, 500.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
mmRtJhecp14, 520.000, 530.000, "/m/014yck,/m/07yv9,/m/0cmf2,/m/0k5j,/t/dd00129"
mnsjeTIqbYw, 30.000, 40.000, "/m/01bjv,/m/04rlf,/m/07yv9,/m/09x0r"
mtjUgt-IUV8, 60.000, 70.000, "/m/05tny_,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
mtpJRq42irM, 30.000, 40.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00067"
mwA_Z3AgWxw, 500.000, 510.000, "/m/05x_td,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00128"
myWiV_HMXtc, 10.000, 20.000, "/m/03qc9zr"
n-mILxgbGZk, 270.000, 280.000, "/m/01280g,/m/04rlf,/m/0cdnk,/m/0jbk"
n05Ux8FKUSQ, 30.000, 40.000, "/m/07q2z82,/m/07yv9,/m/0k4j"
n08qMfFB_UM, 190.000, 200.000, "/m/03qc9zr"
n0P4klG9TFE, 10.000, 20.000, "/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
n0l3y811vWk, 30.000, 40.000, "/m/01y3hg,/m/02fs_r"
n2SLCHAvUVk, 190.000, 200.000, "/m/01b82r,/m/07pl1bw,/m/083vt"
n5CNDVuGtK0, 80.000, 90.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
nA-Xkv5pIEo, 280.000, 290.000, "/m/04rlf,/m/05x_td,/t/dd00126"
nBEhMySwyTw, 90.000, 100.000, "/m/05x_td"
nDMH6C6XLlw, 0.000, 10.000, "/m/04rlf,/m/07pxg6y,/m/09x0r"
nDTXpjXKeGs, 21.000, 31.000, "/m/04rlf,/m/07r_k2n,/m/09x0r"
nFA1TD9ySXU, 0.000, 10.000, "/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00128"
nFCrFcPdu7o, 30.000, 40.000, "/m/07yv9,/m/09x0r,/m/0gvgw0,/m/0k4j"
nGVNmZdFKLw, 73.000, 83.000, "/m/03p19w"
nH0MNGgnj-o, 19.000, 29.000, "/m/07q2z82,/m/07s34ls,/m/07yv9,/m/0k4j,/t/dd00066"
nH7Df4PgSLM, 490.000, 500.000, "/m/07rknqz"
nITNA5-2Dc8, 380.000, 390.000, "/m/05x_td,/m/07yv9,/t/dd00128"
nIfIAgkB-MI, 30.000, 40.000, "/m/030rvx"
nItnCNYFwec, 10.000, 20.000, "/m/0l156k"
nMfJgnHZ0zc, 90.000, 100.000, "/m/04gxbd,/m/07yv9,/m/09x0r,/m/0k4j"
nPXSiWX2Z_4, 40.000, 50.000, "/m/01j4z9"
nR-TX29HtDA, 70.000, 80.000, "/m/0463cq4,/m/09x0r"
nRir6ObdoW4, 180.000, 190.000, "/m/03qc9zr,/m/04rlf,/m/09x0r"
nYKBTjSNMv8, 30.000, 40.000, "/m/0l156k"
nZLHxu02hhw, 3.000, 13.000, "/m/07q2z82,/m/07yv9,/t/dd00067"
naVuPZcDEvs, 26.000, 36.000, "/m/030rvx,/m/07pzfmf,/m/09x0r"
nagRgYmxhx8, 220.000, 230.000, "/m/012n7d,/m/03j1ly,/m/03kmc9"
nanSkb7UNmU, 20.000, 30.000, "/m/07yv9,/m/0h9mv"
nd78y2xIUuk, 30.000, 40.000, "/m/05tny_,/m/068hy,/m/0bt9lr,/m/0jbk"
ndayTknUH9o, 380.000, 390.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/06hck5,/m/07jdr,/m/07rwm0c"
ne4IMxs-hMk, 40.000, 50.000, "/m/012n7d,/m/03kmc9"
niJg7Q1XLyU, 50.000, 60.000, "/m/01yrx,/m/068hy,/m/0ghcn6,/m/0jbk"
njCHChY6P9Y, 90.000, 100.000, "/m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk"
njE_C33Qj0o, 410.000, 420.000, "/m/01280g,/m/09x0r,/m/0jbk"
nl1UgSOjhVU, 80.000, 90.000, "/m/07qf0zm"
nmpM3wpcHD4, 120.000, 130.000, "/m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048"
nsssMnabc0s, 20.000, 30.000, "/m/03v3yw,/m/07yv9,/m/0k4j"
ntCr4ixlFx0, 0.000, 10.000, "/m/068hy,/m/07q6cd_,/m/0bt9lr,/m/0jbk"
ntzB1zCeVXY, 20.000, 30.000, "/m/07r04,/m/07yv9,/t/dd00129,/t/dd00130"
nvPYCEyKgCU, 26.000, 36.000, "/m/02rhddq,/m/07yv9,/m/0k4j"
nwMHPaDYg4I, 10.000, 20.000, "/m/03qc9zr,/m/09x0r,/t/dd00125"
nzs-k5tz2Cc, 30.000, 40.000, "/m/07q4ntr,/m/0cdnk,/m/0jbk"
o08cGjueDXM, 200.000, 210.000, "/m/03fwl,/m/05tny_,/m/07rc7d9,/m/09x0r,/m/0ch8v,/m/0jbk"
o4nz8EPXw8E, 30.000, 40.000, "/m/07yv9,/m/09x0r,/m/0gvgw0"
o5U1bnN0kz8, 30.000, 40.000, "/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
o6TUQSPSTYU, 30.000, 40.000, "/m/04fq5q,/m/09x0r"
o76baydsjDU, 20.000, 30.000, "/m/01bjv,/m/07yv9,/m/09x0r,/t/dd00129"
o7KvzCoet0g, 130.000, 140.000, "/m/04_sv,/m/04rlf"
o7z2je-BVvI, 370.000, 380.000, "/m/04fq5q,/m/04rlf"
o9VAwBqj0HA, 556.000, 566.000, "/m/0l156k"
oAJBkWteljc, 270.000, 280.000, "/m/03p19w,/t/dd00126"
oAOSERlT_Dg, 30.000, 40.000, "/m/04rlf,/m/07rwj3x,/m/09x0r"
oCeT-oVsDfM, 10.000, 20.000, "/m/03v3yw,/m/07yv9,/m/09x0r,/m/0k4j"
oEIxbX9NbEc, 20.000, 30.000, "/m/07yv9,/m/0gvgw0"
oJC32UsYFLg, 60.000, 70.000, "/m/01j3sz,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0jbk,/t/dd00136"
oKQ81e_wp1s, 90.000, 100.000, "/m/012ndj,/m/03j1ly,/m/03kmc9"
oOSD6PZfmjI, 30.000, 40.000, "/m/07yv9,/m/0gvgw0,/m/0k4j"
oOpLBhemBmk, 10.000, 20.000, "/m/04fq5q,/m/09x0r,/t/dd00128"
oTEXk4wk37k, 460.000, 470.000, "/m/015lz1,/m/04rlf,/m/07rwj3x,/m/07sr1lc"
oTNVYD3UzFs, 30.000, 40.000, "/m/030rvx,/m/09x0r"
oXA4wK6JLTk, 300.000, 310.000, "/m/01yg9g,/m/09x0r"
oYlN1Ve65yc, 160.000, 170.000, "/m/04rlf,/m/07prgkl,/m/07yv9,/m/0k4j"
oZjG9l_vvOo, 30.000, 40.000, "/m/02rhddq,/m/07yv9,/m/09x0r,/m/0k4j"
obGk74Znhbw, 110.000, 120.000, "/m/01y3hg,/t/dd00125"
obcIYEMbnIs, 100.000, 110.000, "/m/03p19w,/m/09x0r"
ocOYpa4na5k, 7.000, 17.000, "/t/dd00134"
od7agrd4aVA, 180.000, 190.000, "/m/025rv6n,/m/07qwf61,/m/0dbvp"
ofhH8SvSQMI, 120.000, 130.000, "/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c"
ofnKFDQl_uw, 400.000, 410.000, "/m/03l9g"
ogc8SiYPYyU, 160.000, 170.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/t/dd00048"
oh08bbDVFZM, 80.000, 90.000, "/m/028v0c,/m/07pxg6y,/t/dd00128"
onBc-szcv6g, 0.000, 10.000, "/m/0195fx,/m/01g50p,/m/06d_3,/m/07jdr,/m/07qv_d5,/m/07yv9"
opXNUOAPTxA, 320.000, 330.000, "/m/012f08,/m/07r04,/m/07yv9,/m/09x0r,/m/0gvgw0"
oq4h6LGyDQ8, 0.000, 10.000, "/m/03l9g"
or4JO4dp6F0, 40.000, 50.000, "/m/01d380,/m/07k1x,/m/0_ksk"
osFCx4URNyk, 0.000, 10.000, "/m/03j1ly,/m/03kmc9,/m/04qvtq"
ospVD-a6FM8, 0.000, 10.000, "/m/01280g,/m/02yds9,/m/09x0r,/m/0jbk"
ov0Fe829K7s, 200.000, 210.000, "/m/07qf0zm,/m/0chx_,/m/0jbk,/t/dd00129"
ow2cNtqCNPw, 10.000, 20.000, "/t/dd00134"
owVG7UeSn08, 30.000, 40.000, "/m/0199g,/m/07yv9,/m/09x0r"
owic-GeWQco, 30.000, 40.000, "/m/02mfyn"
oyFVG1YeyIg, 10.000, 20.000, "/m/07qfr4h,/m/07yv9,/m/09x0r,/m/0k4j"
ozVZFzX3rIE, 370.000, 380.000, "/m/0l156k"
p-gyyg9N2JQ, 70.000, 80.000, "/m/01j4z9,/m/083vt"
p2lCxpxmHA4, 0.000, 10.000, "/m/030rvx"
p6HxBGl_JEU, 70.000, 80.000, "/m/039jq,/m/04rlf,/m/07rn7sz,/m/09x0r"
p6qP4VjBT6Y, 0.000, 10.000, "/m/03j1ly,/m/03kmc9,/m/04qvtq"
